vote_2020,gender,census_region,education,state,age,vote_trump,sex,educd,statefip,vote_biden,sex1
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",DC,25,0,0,"College Degree (such as B.A., B.S.)",DC,1,2
Joe Biden,Female,Northeast,Masters degree,MA,34,0,0,Masters degree,MA,1,2
Joe Biden,Female,South,Associate Degree,VA,20,0,0,Associate Degree,VA,1,2
Joe Biden,Female,South,Associate Degree,FL,19,0,0,Associate Degree,FL,1,2
I am not sure/don't know,Female,Midwest,Associate Degree,IL,27,0,0,Associate Degree,IL,0,2
Donald Trump,Female,Midwest,Doctorate degree,WI,25,1,0,Doctorate degree,WI,0,2
I am not sure/don't know,Female,Northeast,Associate Degree,VT,39,0,0,Associate Degree,VT,0,2
Joe Biden,Female,Northeast,Masters degree,NJ,57,0,0,Masters degree,NJ,1,2
I am not sure/don't know,Female,Northeast,High school graduate,NY,19,0,0,High school graduate,NY,0,2
Donald Trump,Female,South,High school graduate,OK,18,1,0,High school graduate,OK,0,2
Donald Trump,Female,West,"Completed some college, but no degree",OR,35,1,0,"Completed some college, but no degree",OR,0,2
Donald Trump,Female,South,High school graduate,AR,19,1,0,High school graduate,AR,0,2
Donald Trump,Male,South,High school graduate,OK,20,1,1,High school graduate,OK,0,1
Donald Trump,Female,West,"College Degree (such as B.A., B.S.)",AZ,45,1,0,"College Degree (such as B.A., B.S.)",AZ,0,2
Donald Trump,Female,South,Other post high school vocational training,TX,26,1,0,Other post high school vocational training,TX,0,2
Joe Biden,Female,Midwest,Completed some high school,OH,20,0,0,Completed some high school,OH,1,2
I am not sure/don't know,Female,West,"Completed some college, but no degree",OR,27,0,0,"Completed some college, but no degree",OR,0,2
Donald Trump,Female,West,Masters degree,WA,69,1,0,Masters degree,WA,0,2
Donald Trump,Female,West,High school graduate,WA,67,1,0,High school graduate,WA,0,2
I am not sure/don't know,Female,West,"Completed some graduate, but no degree",AZ,23,0,0,"Completed some graduate, but no degree",AZ,0,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",TX,44,0,0,"College Degree (such as B.A., B.S.)",TX,1,2
I am not sure/don't know,Female,Midwest,High school graduate,MO,57,0,0,High school graduate,MO,0,2
Joe Biden,Female,Midwest,Associate Degree,OH,51,0,0,Associate Degree,OH,1,2
I am not sure/don't know,Male,Midwest,Other post high school vocational training,MI,42,0,1,Other post high school vocational training,MI,0,1
Joe Biden,Female,West,Masters degree,CO,71,0,0,Masters degree,CO,1,2
Joe Biden,Female,Midwest,"Completed some graduate, but no degree",IL,27,0,0,"Completed some graduate, but no degree",IL,1,2
Joe Biden,Female,West,High school graduate,WA,63,0,0,High school graduate,WA,1,2
I am not sure/don't know,Male,West,"College Degree (such as B.A., B.S.)",AZ,40,0,1,"College Degree (such as B.A., B.S.)",AZ,0,1
Donald Trump,Female,South,"Completed some college, but no degree",AR,33,1,0,"Completed some college, but no degree",AR,0,2
I am not sure/don't know,Male,Midwest,Masters degree,IL,22,0,1,Masters degree,IL,0,1
Joe Biden,Female,South,High school graduate,FL,18,0,0,High school graduate,FL,1,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",TX,26,0,0,"College Degree (such as B.A., B.S.)",TX,1,2
Joe Biden,Female,South,Masters degree,VA,39,0,0,Masters degree,VA,1,2
Joe Biden,Female,Northeast,"Completed some college, but no degree",PA,32,0,0,"Completed some college, but no degree",PA,1,2
Joe Biden,Female,Midwest,High school graduate,OH,28,0,0,High school graduate,OH,1,2
Donald Trump,Female,West,Masters degree,CA,40,1,0,Masters degree,CA,0,2
Donald Trump,Female,West,Completed some high school,CA,57,1,0,Completed some high school,CA,0,2
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",CA,34,0,0,"College Degree (such as B.A., B.S.)",CA,1,2
I am not sure/don't know,Female,West,High school graduate,CA,20,0,0,High school graduate,CA,0,2
Donald Trump,Male,West,"College Degree (such as B.A., B.S.)",CA,74,1,1,"College Degree (such as B.A., B.S.)",CA,0,1
Someone else,Male,West,High school graduate,OR,30,0,1,High school graduate,OR,0,1
Donald Trump,Female,Midwest,Associate Degree,OH,46,1,0,Associate Degree,OH,0,2
Joe Biden,Female,West,Associate Degree,CO,61,0,0,Associate Degree,CO,1,2
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",CA,59,0,0,"College Degree (such as B.A., B.S.)",CA,1,2
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",WI,22,0,0,"College Degree (such as B.A., B.S.)",WI,1,2
I am not sure/don't know,Female,Midwest,High school graduate,IN,58,0,0,High school graduate,IN,0,2
Donald Trump,Female,West,"College Degree (such as B.A., B.S.)",CA,59,1,0,"College Degree (such as B.A., B.S.)",CA,0,2
Joe Biden,Male,Midwest,Masters degree,MI,42,0,1,Masters degree,MI,1,1
Donald Trump,Female,West,Completed some high school,CA,31,1,0,Completed some high school,CA,0,2
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",LA,47,1,0,"College Degree (such as B.A., B.S.)",LA,0,2
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",NY,41,0,0,"College Degree (such as B.A., B.S.)",NY,1,2
Donald Trump,Male,Northeast,"Completed some college, but no degree",PA,43,1,1,"Completed some college, but no degree",PA,0,1
I am not sure/don't know,Female,South,"Completed some college, but no degree",TX,20,0,0,"Completed some college, but no degree",TX,0,2
Donald Trump,Female,South,"Completed some college, but no degree",KY,19,1,0,"Completed some college, but no degree",KY,0,2
Joe Biden,Female,Northeast,"Completed some college, but no degree",NY,21,0,0,"Completed some college, but no degree",NY,1,2
Donald Trump,Female,South,"Completed some college, but no degree",TN,19,1,0,"Completed some college, but no degree",TN,0,2
Joe Biden,Female,West,Masters degree,CA,72,0,0,Masters degree,CA,1,2
Donald Trump,Male,West,"College Degree (such as B.A., B.S.)",NV,68,1,1,"College Degree (such as B.A., B.S.)",NV,0,1
Donald Trump,Male,West,Doctorate degree,CA,40,1,1,Doctorate degree,CA,0,1
Joe Biden,Female,West,"Completed some college, but no degree",CA,82,0,0,"Completed some college, but no degree",CA,1,2
Donald Trump,Female,Midwest,Associate Degree,MN,48,1,0,Associate Degree,MN,0,2
Donald Trump,Male,South,Masters degree,VA,43,1,1,Masters degree,VA,0,1
Joe Biden,Female,Northeast,Associate Degree,NJ,55,0,0,Associate Degree,NJ,1,2
I am not sure/don't know,Female,West,Associate Degree,WA,63,0,0,Associate Degree,WA,0,2
Joe Biden,Female,Midwest,"Completed some college, but no degree",MI,52,0,0,"Completed some college, but no degree",MI,1,2
Joe Biden,Male,Midwest,"College Degree (such as B.A., B.S.)",IL,36,0,1,"College Degree (such as B.A., B.S.)",IL,1,1
Joe Biden,Female,South,High school graduate,OK,23,0,0,High school graduate,OK,1,2
Donald Trump,Female,West,"College Degree (such as B.A., B.S.)",ID,48,1,0,"College Degree (such as B.A., B.S.)",ID,0,2
Donald Trump,Female,West,"College Degree (such as B.A., B.S.)",CA,69,1,0,"College Degree (such as B.A., B.S.)",CA,0,2
Donald Trump,Female,Midwest,Associate Degree,MI,36,1,0,Associate Degree,MI,0,2
Donald Trump,Female,West,"Completed some college, but no degree",UT,66,1,0,"Completed some college, but no degree",UT,0,2
I am not sure/don't know,Female,West,High school graduate,MT,28,0,0,High school graduate,MT,0,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",OK,51,0,0,"College Degree (such as B.A., B.S.)",OK,1,2
I am not sure/don't know,Female,Northeast,Completed some high school,NY,19,0,0,Completed some high school,NY,0,2
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",FL,49,0,1,"College Degree (such as B.A., B.S.)",FL,1,1
I would not vote,Female,South,"Completed some college, but no degree",OK,34,0,0,"Completed some college, but no degree",OK,0,2
Joe Biden,Female,Northeast,"Completed some college, but no degree",NY,18,0,0,"Completed some college, but no degree",NY,1,2
Someone else,Female,South,"College Degree (such as B.A., B.S.)",FL,62,0,0,"College Degree (such as B.A., B.S.)",FL,0,2
Joe Biden,Female,Midwest,"Completed some college, but no degree",WI,32,0,0,"Completed some college, but no degree",WI,1,2
Donald Trump,Female,Northeast,Associate Degree,NY,34,1,0,Associate Degree,NY,0,2
Donald Trump,Female,West,"Completed some college, but no degree",CA,61,1,0,"Completed some college, but no degree",CA,0,2
Joe Biden,Female,South,Associate Degree,KY,23,0,0,Associate Degree,KY,1,2
Donald Trump,Female,South,High school graduate,AL,20,1,0,High school graduate,AL,0,2
Joe Biden,Male,South,Middle School - Grades 4 - 8,FL,37,0,1,Middle School - Grades 4 - 8,FL,1,1
Donald Trump,Female,South,High school graduate,KY,59,1,0,High school graduate,KY,0,2
Joe Biden,Female,West,"Completed some college, but no degree",AZ,27,0,0,"Completed some college, but no degree",AZ,1,2
Joe Biden,Female,Northeast,"Completed some college, but no degree",MA,57,0,0,"Completed some college, but no degree",MA,1,2
Donald Trump,Female,South,"Completed some graduate, but no degree",AL,24,1,0,"Completed some graduate, but no degree",AL,0,2
Donald Trump,Female,South,Masters degree,AR,56,1,0,Masters degree,AR,0,2
Joe Biden,Female,South,"Completed some college, but no degree",AL,19,0,0,"Completed some college, but no degree",AL,1,2
Donald Trump,Male,Northeast,Masters degree,NY,41,1,1,Masters degree,NY,0,1
Donald Trump,Male,Midwest,"Completed some college, but no degree",IL,41,1,1,"Completed some college, but no degree",IL,0,1
Joe Biden,Female,South,High school graduate,NC,47,0,0,High school graduate,NC,1,2
Donald Trump,Female,West,"College Degree (such as B.A., B.S.)",CA,29,1,0,"College Degree (such as B.A., B.S.)",CA,0,2
I would not vote,Male,Midwest,Completed some high school,IN,42,0,1,Completed some high school,IN,0,1
Someone else,Male,Northeast,High school graduate,PA,54,0,1,High school graduate,PA,0,1
I would not vote,Female,Midwest,Completed some high school,IL,39,0,0,Completed some high school,IL,0,2
Donald Trump,Female,West,"Completed some graduate, but no degree",ID,64,1,0,"Completed some graduate, but no degree",ID,0,2
I am not sure/don't know,Female,Northeast,Completed some high school,NJ,18,0,0,Completed some high school,NJ,0,2
Joe Biden,Female,Midwest,Associate Degree,WI,55,0,0,Associate Degree,WI,1,2
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",HI,29,0,0,"College Degree (such as B.A., B.S.)",HI,1,2
Donald Trump,Female,South,"Completed some graduate, but no degree",MS,21,1,0,"Completed some graduate, but no degree",MS,0,2
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",TX,30,1,0,"College Degree (such as B.A., B.S.)",TX,0,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",GA,56,0,0,"College Degree (such as B.A., B.S.)",GA,1,2
Joe Biden,Male,South,Masters degree,FL,42,0,1,Masters degree,FL,1,1
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",AL,45,0,1,"College Degree (such as B.A., B.S.)",AL,1,1
Donald Trump,Female,Midwest,"College Degree (such as B.A., B.S.)",MO,62,1,0,"College Degree (such as B.A., B.S.)",MO,0,2
Joe Biden,Female,South,"Completed some college, but no degree",TX,32,0,0,"Completed some college, but no degree",TX,1,2
Joe Biden,Female,West,"Completed some graduate, but no degree",CA,50,0,0,"Completed some graduate, but no degree",CA,1,2
Donald Trump,Female,West,High school graduate,AZ,38,1,0,High school graduate,AZ,0,2
Joe Biden,Female,Midwest,High school graduate,WI,34,0,0,High school graduate,WI,1,2
Joe Biden,Female,South,"Completed some graduate, but no degree",FL,28,0,0,"Completed some graduate, but no degree",FL,1,2
Donald Trump,Female,West,"Completed some college, but no degree",CA,28,1,0,"Completed some college, but no degree",CA,0,2
Donald Trump,Male,West,"College Degree (such as B.A., B.S.)",OR,39,1,1,"College Degree (such as B.A., B.S.)",OR,0,1
Joe Biden,Female,South,"Completed some college, but no degree",TX,42,0,0,"Completed some college, but no degree",TX,1,2
Donald Trump,Male,West,"College Degree (such as B.A., B.S.)",CA,34,1,1,"College Degree (such as B.A., B.S.)",CA,0,1
Joe Biden,Female,Midwest,Associate Degree,MO,62,0,0,Associate Degree,MO,1,2
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",NM,62,0,0,"College Degree (such as B.A., B.S.)",NM,1,2
Joe Biden,Female,Northeast,"Completed some college, but no degree",NY,20,0,0,"Completed some college, but no degree",NY,1,2
I would not vote,Male,Northeast,High school graduate,MA,20,0,1,High school graduate,MA,0,1
I would not vote,Female,Northeast,Masters degree,PA,58,0,0,Masters degree,PA,0,2
Joe Biden,Female,Midwest,"Completed some graduate, but no degree",MN,24,0,0,"Completed some graduate, but no degree",MN,1,2
I would not vote,Female,South,"Completed some graduate, but no degree",VA,20,0,0,"Completed some graduate, but no degree",VA,0,2
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",OH,51,0,0,"College Degree (such as B.A., B.S.)",OH,1,2
Donald Trump,Female,West,Associate Degree,HI,27,1,0,Associate Degree,HI,0,2
Donald Trump,Female,West,"Completed some college, but no degree",AZ,63,1,0,"Completed some college, but no degree",AZ,0,2
Donald Trump,Female,South,"Completed some college, but no degree",MS,36,1,0,"Completed some college, but no degree",MS,0,2
I am not sure/don't know,Female,Midwest,Masters degree,IL,60,0,0,Masters degree,IL,0,2
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",NJ,78,0,0,"College Degree (such as B.A., B.S.)",NJ,1,2
I would not vote,Female,South,High school graduate,TX,19,0,0,High school graduate,TX,0,2
I would not vote,Female,Midwest,High school graduate,MI,21,0,0,High school graduate,MI,0,2
Donald Trump,Female,South,Completed some high school,NC,18,1,0,Completed some high school,NC,0,2
Donald Trump,Female,West,"College Degree (such as B.A., B.S.)",HI,44,1,0,"College Degree (such as B.A., B.S.)",HI,0,2
I am not sure/don't know,Male,Midwest,Associate Degree,IL,24,0,1,Associate Degree,IL,0,1
Joe Biden,Female,West,"Completed some college, but no degree",AZ,19,0,0,"Completed some college, but no degree",AZ,1,2
Donald Trump,Female,Midwest,Associate Degree,WI,50,1,0,Associate Degree,WI,0,2
Joe Biden,Female,Northeast,"Completed some college, but no degree",VT,65,0,0,"Completed some college, but no degree",VT,1,2
Donald Trump,Male,South,Masters degree,FL,40,1,1,Masters degree,FL,0,1
Joe Biden,Female,South,High school graduate,TX,18,0,0,High school graduate,TX,1,2
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",CA,45,0,0,"College Degree (such as B.A., B.S.)",CA,1,2
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",FL,20,0,1,"College Degree (such as B.A., B.S.)",FL,1,1
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",IL,39,0,0,"College Degree (such as B.A., B.S.)",IL,1,2
Joe Biden,Male,West,"Completed some college, but no degree",CA,22,0,1,"Completed some college, but no degree",CA,1,1
Joe Biden,Female,South,High school graduate,TX,19,0,0,High school graduate,TX,1,2
Joe Biden,Female,Midwest,Completed some high school,MN,22,0,0,Completed some high school,MN,1,2
I am not sure/don't know,Male,South,High school graduate,GA,18,0,1,High school graduate,GA,0,1
Someone else,Female,West,"Completed some graduate, but no degree",CA,69,0,0,"Completed some graduate, but no degree",CA,0,2
I am not sure/don't know,Female,Northeast,High school graduate,NY,22,0,0,High school graduate,NY,0,2
I would not vote,Female,South,Associate Degree,FL,20,0,0,Associate Degree,FL,0,2
Donald Trump,Male,South,High school graduate,AL,39,1,1,High school graduate,AL,0,1
Donald Trump,Male,West,Masters degree,NV,45,1,1,Masters degree,NV,0,1
Donald Trump,Female,South,"Completed some college, but no degree",TX,36,1,0,"Completed some college, but no degree",TX,0,2
Donald Trump,Female,Midwest,Completed some high school,IA,48,1,0,Completed some high school,IA,0,2
Someone else,Female,South,Completed some high school,FL,19,0,0,Completed some high school,FL,0,2
Joe Biden,Female,West,High school graduate,OR,29,0,0,High school graduate,OR,1,2
Joe Biden,Male,West,"College Degree (such as B.A., B.S.)",AZ,53,0,1,"College Degree (such as B.A., B.S.)",AZ,1,1
Donald Trump,Female,South,"Completed some college, but no degree",FL,27,1,0,"Completed some college, but no degree",FL,0,2
Donald Trump,Female,West,High school graduate,CO,59,1,0,High school graduate,CO,0,2
Joe Biden,Female,West,High school graduate,CA,49,0,0,High school graduate,CA,1,2
Joe Biden,Female,Midwest,"Completed some college, but no degree",MI,20,0,0,"Completed some college, but no degree",MI,1,2
Joe Biden,Male,West,Associate Degree,CA,22,0,1,Associate Degree,CA,1,1
I would not vote,Male,West,Completed some high school,CA,19,0,1,Completed some high school,CA,0,1
Joe Biden,Female,Midwest,High school graduate,OH,58,0,0,High school graduate,OH,1,2
I would not vote,Female,West,Associate Degree,CA,23,0,0,Associate Degree,CA,0,2
Joe Biden,Male,Midwest,High school graduate,OH,19,0,1,High school graduate,OH,1,1
